"Story","Title","Result","Date","Stability","Duration (s)"
"Shopping Cart Functionality","Verify user able to place order in Open Cart application","SUCCESS","2021-09-23T10:16:40.5865162+05:30[Asia/Calcutta]","0.0","37.22"
